nm_habs,cod_an
2505,id_1600
93,id_4875
219,id_1163
5428,id_1292
2122,id_0065
213,id_1434
450,id_0117
31,id_0289
64,id_5917
243,id_0679
261,id_4719
3636,id_7477
53498,id_3240
86,id_5799
942,id_2760
232,id_2920
96,id_2470
251,id_7852
345,id_2536
274,id_3906
1943,id_7568
1944,id_2906
3342,id_2826
192,id_6192
1397,id_0097
4149,id_1255
815,id_0598
5930,id_0079
64,id_0625
2206,id_2201
282,id_5047
847,id_5765
65,id_2876
207,id_1197
54,id_7440
445,id_2151
1589,id_1317
261,id_2506
29320,id_1016
67,id_4332
44,id_6327
217,id_6411
31,id_3300
732,id_0736
17600,id_2774
15632,id_4379
311,id_6644
1720,id_6262
8297,id_4882
305,id_3383
13216,id_7031
140,id_6553
383,id_7753
111,id_5465
1041,id_3806
502,id_3662
6237,id_6805
50025,id_6936
736,id_5270
1186,id_6004
72,id_2408
492,id_0428
32,id_0433
9352,id_7881
12752,id_3067
5565,id_7540
473,id_1963
6283,id_1564
118,id_3689
162,id_5377
215,id_5343
264,id_2202
2002,id_1392
185,id_5888
581,id_7132
587,id_5797
3838,id_5898
151,id_6458
985,id_7909
176,id_7978
296,id_1155
2431,id_6044
2732,id_6236
4662,id_7161
8204,id_8045
40390,id_0204
195,id_2887
1331,id_4611
184,id_3963
5012,id_5501
289,id_0776
170,id_4245
274,id_2422
88,id_3363
1090,id_3760
4371,id_3668
300,id_4565
237,id_3104
582,id_4246
1204,id_4088
124,id_3666
289,id_6887
68,id_6700
101,id_6787
508,id_1769
2034,id_5161
548,id_2925
6010,id_7824
1076,id_5179
3710,id_5670
5078,id_4384
299,id_3390
2267,id_4793
2887,id_1999
80,id_4127
2044,id_8017
21,id_3655
554,id_6704
183,id_6875
118,id_7382
156,id_3825
193,id_6842
38813,id_3123
8530,id_5625
7001,id_4138
1367,id_6378
252,id_5726
313,id_1605
202,id_5312
1073,id_7908
102,id_7956
15989,id_8103
2018,id_0784
246,id_4605
67,id_5233
1754,id_2586
9066,id_2363
328,id_7629
1179,id_3369
11657,id_0386
577,id_4087
1160,id_3870
299,id_5006
94,id_2877
1123,id_7515
279,id_7052
389,id_0538
993,id_1020
2131,id_0374
3331,id_8038
2558,id_4161
604,id_3887
1066,id_3134
435,id_0240
672,id_1088
4069,id_7523
319,id_5176
43,id_5574
2503,id_8104
791,id_6763
114,id_0493
2025,id_6270
467,id_7934
238,id_4537
65,id_0217
176,id_4960
493,id_2994
809,id_4893
1468,id_6264
192,id_1954
3228,id_5636
56244,id_1568
29418,id_6397
719,id_2098
1683,id_2183
1012,id_2512
1486,id_6524
66,id_0147
168025,id_7904
490,id_1333
342,id_4885
1989,id_7078
643,id_2312
1084,id_6033
1707,id_3724
3996,id_2810
48,id_2549
456,id_1005
524,id_1183
2777,id_4327
5807,id_2621
2656,id_5100
69,id_1997
1597,id_3297
1697,id_6159
334,id_6919
46,id_5187
118,id_7564
173,id_6414
1303,id_5821
430,id_7645
93,id_1559
22,id_0693
224,id_2533
649,id_1697
739412,id_4251
168,id_7652
132,id_4755
423,id_5255
3049,id_4711
3397,id_4690
317,id_7471
217,id_6412
5001,id_4284
9695,id_7390
662,id_7895
19716,id_3457
178,id_3778
92,id_1552
2009,id_2313
202,id_1893
1379,id_0593
1054,id_3947
166,id_1897
175628,id_2840
696,id_5576
224,id_7861
1083,id_1196
100,id_6436
167,id_5573
141,id_4468
289,id_7246
1096,id_0920
1399,id_5569
78,id_1953
1366,id_0154
1354,id_0244
2283,id_0673
101,id_5723
3809,id_7013
11197,id_7873
96,id_4438
391,id_7394
1468,id_1227
115,id_1616
5047,id_5789
363,id_7621
895,id_4309
278,id_4741
42,id_0484
70,id_3613
26,id_0417
147,id_0491
143,id_6811
241,id_5782
493,id_2466
18914,id_0012
6944,id_4820
3524,id_7997
398,id_2967
11607,id_1819
2366,id_7316
485,id_7426
1369,id_3524
14600,id_0382
60108,id_2634
812,id_1964
499,id_2109
185,id_1950
390,id_0825
132,id_2326
5056,id_6791
384,id_2522
14539,id_2050
300,id_6678
60,id_6974
10002,id_8013
75,id_6384
338,id_7826
262,id_7749
1639,id_4799
290,id_1034
3663,id_1992
221,id_1298
7414,id_6295
107,id_0529
1790,id_6989
1163,id_4488
137,id_4108
335,id_3940
107184,id_6929
250,id_6713
46380,id_5406
118,id_5842
61,id_1941
376,id_2829
2022,id_4709
390,id_4625
76,id_1513
23,id_1423
2235,id_6920
93,id_1521
830,id_1786
5794,id_4958
108,id_2476
51600,id_2710
114,id_2682
15756,id_1491
188,id_4470
310,id_4988
314,id_5974
4754,id_4511
665,id_4116
83,id_0953
258,id_1810
596,id_7109
972,id_5375
267,id_6543
1310,id_1730
9495,id_6359
134,id_0949
2034,id_6242
2446,id_5681
155,id_0928
125,id_3772
614,id_0047
692,id_0602
1493,id_1962
1377,id_7532
348,id_7938
94,id_6547
1619,id_4604
76,id_4483
87,id_2041
3834,id_5967
335,id_0515
668,id_5702
673,id_7651
402,id_0724
2025,id_4996
6820,id_2005
148,id_8071
2428,id_5514
22,id_1136
172,id_6651
1899,id_7427
13704,id_6076
2638,id_4498
4316,id_1440
3999,id_0702
2086,id_3910
14960,id_7080
553,id_0733
163831,id_7345
183,id_8111
1235,id_6777
819,id_6162
1788,id_7181
524,id_2412
131,id_5837
1835,id_5138
227,id_6254
117,id_1747
726,id_1865
15,id_2354
868,id_2425
1677,id_7605
227,id_5277
1065,id_7677
3310,id_2537
1662,id_2006
50778,id_6195
2199,id_4752
2650,id_7763
2486,id_1983
1292,id_7356
78,id_6035
645,id_5088
142,id_5775
190,id_6985
744,id_1209
1511,id_2991
852,id_0695
436,id_6231
4286,id_7218
207,id_5938
41,id_3138
386,id_3794
154,id_7930
5482,id_1923
157,id_1780
31,id_0292
9511,id_5289
1401,id_4145
3060,id_7589
8748,id_1272
470,id_0641
116,id_7767
38336,id_2373
2309,id_6800
188,id_5553
393,id_6356
13499,id_1596
62,id_2694
972,id_5227
271,id_1403
412,id_6586
7423,id_1090
107,id_3191
13397,id_1889
579,id_6095
436,id_0032
696,id_2096
1326,id_1851
173,id_5155
301,id_3103
107,id_5324
6211,id_6870
110,id_7538
4394,id_4632
108,id_2455
156,id_0530
72,id_0618
2511,id_7787
15862,id_4607
6422,id_4232
328,id_4491
396,id_0996
14420,id_3588
5101,id_7488
364,id_3933
207,id_5451
351,id_1629
352,id_4481
223,id_4554
374,id_7995
4161,id_1930
467,id_2776
530,id_5198
543,id_1240
38254,id_7008
175,id_7800
922,id_1904
1668,id_5712
128,id_4131
471,id_3334
151,id_4125
847,id_1386
552,id_6656
3226,id_6609
3332,id_5139
5252,id_2980
955,id_7229
2325,id_5230
221,id_6444
2813,id_1597
104,id_2857
914,id_6102
752,id_2874
120,id_4170
1736,id_0774
193,id_7067
2508,id_3756
66,id_6743
38680,id_4524
2132,id_1655
2901,id_5445
6639,id_3111
3834,id_3877
849,id_1013
44,id_3483
77,id_2331
18960,id_5605
14819,id_5800
163,id_1554
463,id_6639
188,id_1344
79,id_5313
531,id_5236
54,id_1026
225,id_4317
194,id_6655
98,id_1256
29,id_1416
34,id_2220
254,id_4587
238,id_1138
3756,id_0128
208,id_1238
88,id_0367
6026,id_7322
209606,id_1329
316,id_4301
6848,id_1184
309,id_5880
21666,id_4663
1177,id_7878
51,id_1217
3953,id_3720
268,id_2531
9181,id_2595
33600,id_6263
47,id_5990
828,id_4621
73,id_1188
107965,id_0108
17,id_6208
243,id_3082
143,id_4375
476,id_5980
2016,id_6942
128,id_3167
74,id_1717
1145,id_3539
1311,id_3213
14189,id_6822
141,id_5750
323,id_3804
1425,id_1139
1392,id_8090
350,id_1181
206,id_7595
2314,id_1952
4873,id_7592
379,id_5286
81,id_1208
7393,id_1482
295,id_0186
254,id_1290
114,id_0096
3159,id_6126
1122,id_3348
315,id_6996
666,id_0118
395,id_7570
93,id_5054
165,id_3837
62,id_4197
145,id_3684
514,id_6448
5578,id_4568
1066,id_7499
707,id_2515
61,id_5108
3494,id_1000
305,id_5969
21084,id_1379
1659,id_4236
